company_id,type,rule_id,text,confidence_pct
LICI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
LICI,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,73
LICI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
LICI,pro,P14,EPS CAGR of 111.3% over 3 years indicates positive recent earnings growth,100
LICI,con,C14,"Five-year revenue CAGR of 8.2% is below 10%, indicating relatively moderate long-term growth",68
LICI,con,C16,P/E ratio of 30.7x indicates a relatively high valuation multiple and may limit margin of safety,65
LICI,con,C17,Price-to-book ratio of 8.1x indicates a relatively high valuation versus reported book value,65
LODHA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66
LODHA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
LODHA,pro,P13,Revenue CAGR of 23.7% over 3 years indicates positive recent business growth,92
LODHA,pro,P14,EPS CAGR of 152.0% over 3 years indicates positive recent earnings growth,100
LODHA,pro,P15,Operating margin improved from 21.8% to 25.8% in the latest year,75
LODHA,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,65
LODHA,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,88
LODHA,con,C13,"Return on equity of 8.9% is below 15%, indicating room for improvement in shareholder capital efficiency",77
LODHA,con,C14,"Five-year revenue CAGR of -2.8% is below 10%, indicating relatively moderate long-term growth",90
LODHA,con,C16,P/E ratio of 52.0x indicates a relatively high valuation multiple and may limit margin of safety,86
LODHA,con,C18,Negative free-cash-flow yield of -0.04% is a cash-flow watchpoint,80
LT,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
LT,pro,P13,Revenue CAGR of 17.6% over 3 years indicates positive recent business growth,80
LT,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
LT,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
LT,con,C16,P/E ratio of 30.8x indicates a relatively high valuation multiple and may limit margin of safety,65
LTIM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70
LTIM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
LTIM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,95
LTIM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,74
LTIM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
LTIM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,77
LTIM,pro,P13,Revenue CAGR of 42.1% over 3 years indicates positive recent business growth,100
LTIM,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
LTIM,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
LTIM,con,C16,P/E ratio of 64.5x indicates a relatively high valuation multiple and may limit margin of safety,99
M&M,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,67
M&M,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79
M&M,pro,P13,Revenue CAGR of 23.3% over 3 years indicates positive recent business growth,91
M&M,pro,P14,EPS CAGR of 82.4% over 3 years indicates positive recent earnings growth,100
M&M,pro,P15,Operating margin improved from 16.7% to 17.9% in the latest year,75
M&M,con,C14,"Five-year revenue CAGR of 5.8% is below 10%, indicating relatively moderate long-term growth",73
M&M,con,C18,Negative free-cash-flow yield of -0.27% is a cash-flow watchpoint,80
MARUTI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
MARUTI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
MARUTI,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
MARUTI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
MARUTI,pro,P13,Revenue CAGR of 26.3% over 3 years indicates positive recent business growth,97
MARUTI,pro,P14,EPS CAGR of 43.6% over 3 years indicates positive recent earnings growth,100
MARUTI,pro,P15,Operating margin improved from 11.1% to 13.1% in the latest year,75
MARUTI,con,C17,Price-to-book ratio of 8.3x indicates a relatively high valuation versus reported book value,65
MOTHERSON,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
MOTHERSON,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,65
MOTHERSON,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
MOTHERSON,pro,P13,Revenue CAGR of 19.8% over 3 years indicates positive recent business growth,84
MOTHERSON,pro,P14,EPS CAGR of 26.0% over 3 years indicates positive recent earnings growth,86
MOTHERSON,pro,P15,Operating margin improved from 7.9% to 9.4% in the latest year,75
MOTHERSON,con,C13,"Return on equity of 11.5% is below 15%, indicating room for improvement in shareholder capital efficiency",71
MOTHERSON,con,C14,"Five-year revenue CAGR of 9.2% is below 10%, indicating relatively moderate long-term growth",66
NAUKRI,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69
NAUKRI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,71
NAUKRI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
NAUKRI,pro,P13,Revenue CAGR of 31.0% over 3 years indicates positive recent business growth,100
NAUKRI,pro,P15,Operating margin improved from 14.8% to 28.0% in the latest year,75
NAUKRI,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
NAUKRI,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,89
NAUKRI,con,C13,"Return on equity of 2.0% is below 15%, indicating room for improvement in shareholder capital efficiency",91
NAUKRI,con,C16,P/E ratio of 32.9x indicates a relatively high valuation multiple and may limit margin of safety,67
NAUKRI,con,C17,Price-to-book ratio of 8.3x indicates a relatively high valuation versus reported book value,65
NAUKRI,con,C18,Negative free-cash-flow yield of -0.03% is a cash-flow watchpoint,80
NAUKRI,con,C19,"Cash-flow quality is classified as Accrual Risk, indicating earnings require closer cash-conversion review",80
NESTLEIND,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
NESTLEIND,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
NESTLEIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
NESTLEIND,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,74
NESTLEIND,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,65
NESTLEIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
NESTLEIND,pro,P13,Revenue CAGR of 18.3% over 3 years indicates positive recent business growth,81
NESTLEIND,pro,P14,EPS CAGR of 23.1% over 3 years indicates positive recent earnings growth,81
NESTLEIND,pro,P15,Operating margin improved from 23.4% to 23.8% in the latest year,75
NESTLEIND,con,C16,P/E ratio of 55.0x indicates a relatively high valuation multiple and may limit margin of safety,89
NESTLEIND,con,C17,Price-to-book ratio of 14.3x indicates a relatively high valuation versus reported book value,77
NHPC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
NHPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
NHPC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67
NHPC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
NHPC,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
NHPC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79
NHPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,83
NHPC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
NHPC,con,C13,"Return on equity of 10.4% is below 15%, indicating room for improvement in shareholder capital efficiency",74
NHPC,con,C14,"Five-year revenue CAGR of 1.4% is below 10%, indicating relatively moderate long-term growth",82
NHPC,con,C16,P/E ratio of 71.2x indicates a relatively high valuation multiple and may limit margin of safety,100
NHPC,con,C17,Price-to-book ratio of 13.7x indicates a relatively high valuation versus reported book value,76
NTPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72
NTPC,pro,P13,Revenue CAGR of 17.0% over 3 years indicates positive recent business growth,78
NTPC,pro,P15,Operating margin improved from 27.0% to 28.8% in the latest year,75
NTPC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68
NTPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,71
NTPC,con,C13,"Return on equity of 13.3% is below 15%, indicating room for improvement in shareholder capital efficiency",68
NTPC,con,C16,P/E ratio of 30.8x indicates a relatively high valuation multiple and may limit margin of safety,65
ONGC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
ONGC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67
ONGC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73
ONGC,pro,P13,Revenue CAGR of 24.9% over 3 years indicates positive recent business growth,94
ONGC,pro,P14,EPS CAGR of 44.2% over 3 years indicates positive recent earnings growth,100
ONGC,pro,P15,Operating margin improved from 11.9% to 17.4% in the latest year,75
ONGC,con,C14,"Five-year revenue CAGR of 7.0% is below 10%, indicating relatively moderate long-term growth",70
ONGC,con,C17,Price-to-book ratio of 10.4x indicates a relatively high valuation versus reported book value,69
PFC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75
PFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,88
PFC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74
PFC,pro,P14,EPS CAGR of 18.6% over 3 years indicates positive recent earnings growth,72
PFC,pro,P15,Operating margin improved from 34.1% to 36.7% in the latest year,75
PFC,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,78
PFC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84
PFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
PFC,con,C16,P/E ratio of 35.6x indicates a relatively high valuation multiple and may limit margin of safety,70
PFC,con,C18,Negative free-cash-flow yield of -5.03% is a cash-flow watchpoint,80
PFC,con,C19,"Cash-flow quality is classified as Accrual Risk, indicating earnings require closer cash-conversion review",80
PIDILITIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
PIDILITIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71
PIDILITIND,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
PIDILITIND,pro,P13,Revenue CAGR of 19.3% over 3 years indicates positive recent business growth,83
PIDILITIND,pro,P14,EPS CAGR of 15.6% over 3 years indicates positive recent earnings growth,66
PIDILITIND,pro,P15,Operating margin improved from 16.8% to 21.9% in the latest year,75
PIDILITIND,con,C16,P/E ratio of 36.1x indicates a relatively high valuation multiple and may limit margin of safety,71
PIDILITIND,con,C17,Price-to-book ratio of 12.3x indicates a relatively high valuation versus reported book value,73
PNB,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,86
PNB,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66
PNB,pro,P13,Revenue CAGR of 10.0% over 3 years indicates positive recent business growth,65
PNB,pro,P14,EPS CAGR of 58.7% over 3 years indicates positive recent earnings growth,100
PNB,con,C17,Price-to-book ratio of 10.9x indicates a relatively high valuation versus reported book value,70
PNB,con,C18,Negative free-cash-flow yield of -1.61% is a cash-flow watchpoint,80
PNB,con,C19,"Cash-flow quality is classified as Accrual Risk, indicating earnings require closer cash-conversion review",80
POWERGRID,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
POWERGRID,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
POWERGRID,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,70
POWERGRID,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73
POWERGRID,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
POWERGRID,pro,P15,Operating margin improved from 86.8% to 86.9% in the latest year,75
POWERGRID,con,C14,"Five-year revenue CAGR of 5.5% is below 10%, indicating relatively moderate long-term growth",73
POWERGRID,con,C16,P/E ratio of 64.4x indicates a relatively high valuation multiple and may limit margin of safety,99
RECLTD,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
RECLTD,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74
RECLTD,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76
RECLTD,pro,P13,Revenue CAGR of 10.1% over 3 years indicates positive recent business growth,65
RECLTD,pro,P14,EPS CAGR of 19.1% over 3 years indicates positive recent earnings growth,73
RECLTD,pro,P15,Operating margin improved from 95.3% to 100.8% in the latest year,75
RECLTD,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
RECLTD,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,67
RECLTD,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,95
RECLTD,con,C16,P/E ratio of 31.5x indicates a relatively high valuation multiple and may limit margin of safety,66
RECLTD,con,C18,Negative free-cash-flow yield of -20.40% is a cash-flow watchpoint,80
RECLTD,con,C19,"Cash-flow quality is classified as Accrual Risk, indicating earnings require closer cash-conversion review",80
RELIANCE,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,76
RELIANCE,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
RELIANCE,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
RELIANCE,pro,P13,Revenue CAGR of 24.5% over 3 years indicates positive recent business growth,93
RELIANCE,pro,P15,Operating margin improved from 16.2% to 18.1% in the latest year,75
RELIANCE,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68
RELIANCE,con,C13,"Return on equity of 10.0% is below 15%, indicating room for improvement in shareholder capital efficiency",75
RELIANCE,con,C14,"Five-year revenue CAGR of 9.6% is below 10%, indicating relatively moderate long-term growth",65
RELIANCE,con,C16,P/E ratio of 58.3x indicates a relatively high valuation multiple and may limit margin of safety,93
SBILIFE,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,83
SBILIFE,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SBILIFE,pro,P13,Revenue CAGR of 17.2% over 3 years indicates positive recent business growth,79
SBILIFE,pro,P15,Operating margin improved from 0.2% to 0.2% in the latest year,75
SBILIFE,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91
SBILIFE,con,C13,"Return on equity of 12.7% is below 15%, indicating room for improvement in shareholder capital efficiency",69
SBILIFE,con,C16,P/E ratio of 70.0x indicates a relatively high valuation multiple and may limit margin of safety,100
SBILIFE,con,C17,Price-to-book ratio of 9.5x indicates a relatively high valuation versus reported book value,67
SBILIFE,con,C18,Negative free-cash-flow yield of -0.24% is a cash-flow watchpoint,80
SBIN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
SBIN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
SBIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
SBIN,pro,P13,Revenue CAGR of 16.5% over 3 years indicates positive recent business growth,77
SBIN,pro,P14,EPS CAGR of 44.2% over 3 years indicates positive recent earnings growth,100
SBIN,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,82
SBIN,con,C16,P/E ratio of 54.9x indicates a relatively high valuation multiple and may limit margin of safety,89
SHREECEM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,84
SHREECEM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,71
SHREECEM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
SHREECEM,pro,P13,Revenue CAGR of 14.8% over 3 years indicates positive recent business growth,74
SHREECEM,pro,P15,Operating margin improved from 16.6% to 22.0% in the latest year,75
SHREECEM,con,C13,"Return on equity of 8.4% is below 15%, indicating room for improvement in shareholder capital efficiency",78
SHRIRAMFIN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,72
SHRIRAMFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,72
SHRIRAMFIN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,71
SHRIRAMFIN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
SHRIRAMFIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,74
SHRIRAMFIN,pro,P13,Revenue CAGR of 27.8% over 3 years indicates positive recent business growth,100
SHRIRAMFIN,pro,P14,EPS CAGR of 29.4% over 3 years indicates positive recent earnings growth,93
SHRIRAMFIN,pro,P15,Operating margin improved from 28.9% to 28.9% in the latest year,75
SHRIRAMFIN,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
SHRIRAMFIN,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,77
SHRIRAMFIN,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82
SHRIRAMFIN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
SHRIRAMFIN,con,C16,P/E ratio of 68.5x indicates a relatively high valuation multiple and may limit margin of safety,100
SHRIRAMFIN,con,C18,Negative free-cash-flow yield of -3.61% is a cash-flow watchpoint,80
SHRIRAMFIN,con,C19,"Cash-flow quality is classified as Accrual Risk, indicating earnings require closer cash-conversion review",80
SIEMENS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SIEMENS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,73
SIEMENS,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74
SIEMENS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
SIEMENS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SIEMENS,pro,P13,Revenue CAGR of 19.0% over 3 years indicates positive recent business growth,82
SIEMENS,pro,P14,EPS CAGR of 34.8% over 3 years indicates positive recent earnings growth,100
SIEMENS,pro,P15,Operating margin improved from 12.7% to 14.0% in the latest year,75
SIEMENS,con,C16,P/E ratio of 33.3x indicates a relatively high valuation multiple and may limit margin of safety,68
SIEMENS,con,C17,Price-to-book ratio of 9.2x indicates a relatively high valuation versus reported book value,67
SUNPHARMA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,68
SUNPHARMA,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,74
SUNPHARMA,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
SUNPHARMA,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,74
SUNPHARMA,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,93
SUNPHARMA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83
SUNPHARMA,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
SUNPHARMA,pro,P13,Revenue CAGR of 13.1% over 3 years indicates positive recent business growth,71
SUNPHARMA,pro,P14,EPS CAGR of 49.4% over 3 years indicates positive recent earnings growth,100
SUNPHARMA,pro,P15,Operating margin improved from 26.5% to 26.8% in the latest year,75
SUNPHARMA,con,C16,P/E ratio of 37.9x indicates a relatively high valuation multiple and may limit margin of safety,72
TATACONSUM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TATACONSUM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66
TATACONSUM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,68
TATACONSUM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95
TATACONSUM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
TATACONSUM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATACONSUM,pro,P15,Operating margin improved from 13.5% to 15.0% in the latest year,75
TATACONSUM,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
TATACONSUM,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,65
TATACONSUM,con,C13,"Return on equity of 7.6% is below 15%, indicating room for improvement in shareholder capital efficiency",79
TATACONSUM,con,C16,P/E ratio of 54.8x indicates a relatively high valuation multiple and may limit margin of safety,89
TATAMOTORS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,73
TATAMOTORS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TATAMOTORS,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TATAMOTORS,pro,P13,Revenue CAGR of 20.6% over 3 years indicates positive recent business growth,86
TATAMOTORS,pro,P15,Operating margin improved from 9.2% to 13.6% in the latest year,75
TATAMOTORS,con,C14,"Five-year revenue CAGR of 7.7% is below 10%, indicating relatively moderate long-term growth",69
TATAMOTORS,con,C16,P/E ratio of 67.1x indicates a relatively high valuation multiple and may limit margin of safety,100
TATAPOWER,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66
TATAPOWER,pro,P13,Revenue CAGR of 23.4% over 3 years indicates positive recent business growth,91
TATAPOWER,pro,P14,EPS CAGR of 44.2% over 3 years indicates positive recent earnings growth,100
TATAPOWER,pro,P15,Operating margin improved from 14.0% to 17.5% in the latest year,75
TATAPOWER,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
TATAPOWER,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,67
TATAPOWER,con,C13,"Return on equity of 13.2% is below 15%, indicating room for improvement in shareholder capital efficiency",68
TATASTEEL,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TATASTEEL,pro,P13,Revenue CAGR of 13.6% over 3 years indicates positive recent business growth,72
TATASTEEL,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TATASTEEL,con,C4,Company reported a net loss in the most recent financial year,95
TATASTEEL,con,C5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85
TATASTEEL,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
TATASTEEL,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
TATASTEEL,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74
TATASTEEL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,68
TATASTEEL,con,C13,"Return on equity of -5.3% is below 15%, indicating room for improvement in shareholder capital efficiency",100
TATASTEEL,con,C14,"Five-year revenue CAGR of 7.8% is below 10%, indicating relatively moderate long-term growth",69
TATASTEEL,con,C16,P/E ratio of 49.0x indicates a relatively high valuation multiple and may limit margin of safety,83
TATASTEEL,con,C17,Price-to-book ratio of 9.2x indicates a relatively high valuation versus reported book value,67
TCS,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
TCS,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TCS,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,68
TCS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100
TCS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TCS,pro,P13,Revenue CAGR of 13.6% over 3 years indicates positive recent business growth,72
TCS,pro,P15,Operating margin improved from 26.3% to 26.7% in the latest year,75
TCS,con,C16,P/E ratio of 78.7x indicates a relatively high valuation multiple and may limit margin of safety,100
TECHM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TECHM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,72
TECHM,pro,P13,Revenue CAGR of 11.2% over 3 years indicates positive recent business growth,67
TECHM,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TECHM,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",100
TECHM,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80
TECHM,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,67
TECHM,con,C13,"Return on equity of 9.0% is below 15%, indicating room for improvement in shareholder capital efficiency",77
TECHM,con,C14,"Five-year revenue CAGR of 8.4% is below 10%, indicating relatively moderate long-term growth",68
TECHM,con,C16,P/E ratio of 57.4x indicates a relatively high valuation multiple and may limit margin of safety,92
TITAN,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,72
TITAN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76
TITAN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65
TITAN,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,70
TITAN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,74
TITAN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TITAN,pro,P13,Revenue CAGR of 33.1% over 3 years indicates positive recent business growth,100
TITAN,pro,P14,EPS CAGR of 52.5% over 3 years indicates positive recent earnings growth,100
TITAN,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
TITAN,con,C17,Price-to-book ratio of 10.5x indicates a relatively high valuation versus reported book value,70
TORNTPHARM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TORNTPHARM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,77
TORNTPHARM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,86
TORNTPHARM,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,95
TORNTPHARM,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TORNTPHARM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93
TORNTPHARM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TORNTPHARM,pro,P13,Revenue CAGR of 10.3% over 3 years indicates positive recent business growth,65
TORNTPHARM,pro,P15,Operating margin improved from 29.5% to 31.4% in the latest year,75
TORNTPHARM,con,C14,"Five-year revenue CAGR of 6.9% is below 10%, indicating relatively moderate long-term growth",71
TORNTPHARM,con,C16,P/E ratio of 46.4x indicates a relatively high valuation multiple and may limit margin of safety,81
TRENT,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100
TRENT,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
TRENT,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,72
TRENT,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
TRENT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TRENT,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100
TRENT,pro,P13,Revenue CAGR of 68.4% over 3 years indicates positive recent business growth,100
TRENT,pro,P15,Operating margin improved from 13.5% to 15.9% in the latest year,75
TRENT,con,C17,Price-to-book ratio of 11.8x indicates a relatively high valuation versus reported book value,72
TVSMOTOR,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73
TVSMOTOR,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
TVSMOTOR,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
TVSMOTOR,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,80
TVSMOTOR,pro,P13,Revenue CAGR of 26.3% over 3 years indicates positive recent business growth,97
TVSMOTOR,pro,P14,EPS CAGR of 40.4% over 3 years indicates positive recent earnings growth,100
TVSMOTOR,pro,P15,Operating margin improved from 12.6% to 14.1% in the latest year,75
